Date,Price
12/01/2010,0.2
12/02/2010,0.3
12/03/2010,0.3
12/04/2010,0.2
12/05/2010,0.2
12/06/2010,0.2
12/07/2010,0.2
12/08/2010,0.2
12/09/2010,0.2
12/10/2010,0.2
12/11/2010,0.2
12/12/2010,0.2
12/13/2010,0.2
12/14/2010,0.2
12/15/2010,0.2
12/16/2010,0.3
12/17/2010,0.2
12/18/2010,0.2
12/19/2010,0.2
12/20/2010,0.3
12/21/2010,0.2
12/22/2010,0.3
12/23/2010,0.3
12/24/2010,0.2
12/25/2010,0.2
12/26/2010,0.3
12/27/2010,0.3
12/28/2010,0.3
12/29/2010,0.3
12/30/2010,0.3
12/31/2010,0.3
01/01/2011,0.3
01/02/2011,0.3
01/03/2011,0.3
01/04/2011,0.3
01/05/2011,0.3
01/06/2011,0.3
01/07/2011,0.3
01/08/2011,0.3
01/09/2011,0.3
01/10/2011,0.3
01/11/2011,0.3
01/12/2011,0.3
01/13/2011,0.3
01/14/2011,0.4
01/15/2011,0.4
01/16/2011,0.4
01/17/2011,0.3
01/18/2011,0.3
01/19/2011,0.3
01/20/2011,0.4
01/21/2011,0.4
01/22/2011,0.4
01/23/2011,0.4
01/24/2011,0.4
01/25/2011,0.4
01/26/2011,0.4
01/27/2011,0.4
01/28/2011,0.4
01/29/2011,0.4
01/30/2011,0.5
01/31/2011,0.5
02/01/2011,0.7
02/02/2011,0.7
02/03/2011,0.7
02/04/2011,0.8
02/05/2011,0.9
02/06/2011,0.9
02/07/2011,0.9
02/08/2011,0.9
02/09/2011,1.1
02/10/2011,1
02/11/2011,1.1
02/12/2011,1.1
02/13/2011,1
02/14/2011,1.1
02/15/2011,1
02/16/2011,1
02/17/2011,1
02/18/2011,0.9
02/19/2011,0.9
02/20/2011,0.9
02/21/2011,0.8
02/22/2011,0.9
02/23/2011,0.9
02/24/2011,1
02/25/2011,0.9
02/26/2011,1
02/27/2011,0.9
02/28/2011,0.9
03/01/2011,0.9
03/02/2011,0.9
03/03/2011,0.9
03/04/2011,0.9
03/05/2011,0.9
03/06/2011,0.9
03/07/2011,0.9
03/08/2011,0.9
03/09/2011,0.9
03/10/2011,0.9
03/11/2011,0.9
03/12/2011,0.9
03/13/2011,0.9
03/14/2011,0.9
03/15/2011,0.9
03/16/2011,0.9
03/17/2011,0.8
03/18/2011,0.8
03/19/2011,0.8
03/20/2011,0.7
03/21/2011,0.8
03/22/2011,0.8
03/23/2011,0.8
03/24/2011,0.9
03/25/2011,0.9
03/26/2011,0.9
03/27/2011,0.8
03/28/2011,0.8
03/29/2011,0.8
03/30/2011,0.8
03/31/2011,0.8
04/01/2011,0.8
04/02/2011,0.8
04/03/2011,0.8
04/04/2011,0.7
04/05/2011,0.7
04/06/2011,0.7
04/07/2011,0.8
04/08/2011,0.8
04/09/2011,0.7
04/10/2011,0.7
04/11/2011,0.8
04/12/2011,0.9
04/13/2011,0.9
04/14/2011,1
04/15/2011,1
04/16/2011,1
04/17/2011,1.1
04/18/2011,1.2
04/19/2011,1.2
04/20/2011,1.1
04/21/2011,1.2
04/22/2011,1.4
04/23/2011,1.7
04/24/2011,1.6
04/25/2011,1.6
04/26/2011,1.8
04/27/2011,1.9
04/28/2011,2.2
04/29/2011,2.9
04/30/2011,3.5
05/01/2011,3
05/02/2011,3.2
05/03/2011,3.4
05/04/2011,3.4
05/05/2011,3.3
05/06/2011,3.5
05/07/2011,3.6
05/08/2011,3.9
05/09/2011,3.8
05/10/2011,5.8
05/11/2011,5.5
05/12/2011,6.3
05/13/2011,8.2
05/14/2011,7.2
05/15/2011,7
05/16/2011,8
05/17/2011,7.2
05/18/2011,6.9
05/19/2011,6.8
05/20/2011,5.6
05/21/2011,6.1
05/22/2011,6.7
05/23/2011,7.2
05/24/2011,7.4
05/25/2011,8.4
05/26/2011,8.8
05/27/2011,8.5
05/28/2011,8.3
05/29/2011,8.4
05/30/2011,8.8
05/31/2011,8.7
06/01/2011,9.6
06/02/2011,10.6
06/03/2011,14.3
06/04/2011,18.9
06/05/2011,16.7
06/06/2011,18.5
06/07/2011,23.9
06/08/2011,29.6
06/09/2011,28.9
06/10/2011,24
06/11/2011,14.6
06/12/2011,18.5
06/13/2011,19.8
06/14/2011,19.3
06/15/2011,19.5
06/16/2011,17
06/17/2011,15.7
06/18/2011,16.9
06/19/2011,17.5
06/20/2011,17.5
06/21/2011,17.5
06/22/2011,17.5
06/23/2011,17.5
06/24/2011,17.5
06/25/2011,17.5
06/26/2011,16.5
06/27/2011,16.8
06/28/2011,17
06/29/2011,16.9
06/30/2011,16.1
07/01/2011,15.4
07/02/2011,15.4
07/03/2011,15.4
07/04/2011,13.9
07/05/2011,12.9
07/06/2011,14.8
07/07/2011,14.8
07/08/2011,14.3
07/09/2011,14.4
07/10/2011,14.9
07/11/2011,14.2
07/12/2011,14
07/13/2011,13.9
07/14/2011,14
07/15/2011,13.8
07/16/2011,13.7
07/17/2011,13.2
07/18/2011,13.5
07/19/2011,13.9
07/20/2011,13.7
07/21/2011,13.6
07/22/2011,13.7
07/23/2011,13.7
07/24/2011,14
07/25/2011,14.1
07/26/2011,13.9
07/27/2011,13.9
07/28/2011,13.5
07/29/2011,13.5
07/30/2011,13.5
07/31/2011,13.4
08/01/2011,13.1
08/02/2011,12.1
08/03/2011,9.3
08/04/2011,10.8
08/05/2011,9.8
08/06/2011,6.6
08/07/2011,7.9
08/08/2011,7.8
08/09/2011,10
08/10/2011,10
08/11/2011,9.5
08/12/2011,9.5
08/13/2011,10.1
08/14/2011,10.8
08/15/2011,11.1
08/16/2011,11
08/17/2011,10.9
08/18/2011,10.8
08/19/2011,11.6
08/20/2011,11.4
08/21/2011,11.3
08/22/2011,10.9
08/23/2011,10.9
08/24/2011,10.9
08/25/2011,9.7
08/26/2011,8.2
08/27/2011,8.6
08/28/2011,9.1
08/29/2011,9
08/30/2011,8.8
08/31/2011,8.2
09/01/2011,8.2
09/02/2011,8.6
09/03/2011,8.5
09/04/2011,8.2
09/05/2011,7.6
09/06/2011,6.9
09/07/2011,7.2
09/08/2011,6.5
09/09/2011,5
09/10/2011,4.8
09/11/2011,5.9
09/12/2011,6.1
09/13/2011,5.8
09/14/2011,5.6
09/15/2011,4.8
09/16/2011,4.8
09/17/2011,4.8
09/18/2011,5.2
09/19/2011,5.5
09/20/2011,6.1
09/21/2011,5.6
09/22/2011,5.4
09/23/2011,5.6
09/24/2011,5.5
09/25/2011,5.3
09/26/2011,4.9
09/27/2011,4.9
09/28/2011,4.8
09/29/2011,4.8
09/30/2011,5.1
10/01/2011,5
10/02/2011,5
10/03/2011,5
10/04/2011,5
10/05/2011,4.9
10/06/2011,4.7
10/07/2011,4.3
10/08/2011,4
10/09/2011,4.1
10/10/2011,4.1
10/11/2011,3.9
10/12/2011,4.2
10/13/2011,4.1
10/14/2011,4
10/15/2011,3.8
10/16/2011,3.6
10/17/2011,2.6
10/18/2011,2.4
10/19/2011,2.3
10/20/2011,2.3
10/21/2011,2.6
10/22/2011,3.2
10/23/2011,3.2
10/24/2011,2.5
10/25/2011,2.8
10/26/2011,2.8
10/27/2011,3
10/28/2011,3.2
10/29/2011,3.6
10/30/2011,3.3
10/31/2011,3.3
11/01/2011,3.2
11/02/2011,3.3
11/03/2011,3.2
11/04/2011,3.1
11/05/2011,3
11/06/2011,3
11/07/2011,3
11/08/2011,3
11/09/2011,3
11/10/2011,2.8
11/11/2011,3.1
11/12/2011,3
11/13/2011,3
11/14/2011,2.2
11/15/2011,2.3
11/16/2011,2.6
11/17/2011,2.3
11/18/2011,2
11/19/2011,2.2
11/20/2011,2.2
11/21/2011,2.3
11/22/2011,2.3
11/23/2011,2.3
11/24/2011,2.4
11/25/2011,2.5
11/26/2011,2.5
11/27/2011,2.5
11/28/2011,2.5
11/29/2011,2.8
11/30/2011,3
12/01/2011,3.1
12/02/2011,3.1
12/03/2011,2.8
12/04/2011,2.8
12/05/2011,2.9
12/06/2011,3
12/07/2011,3
12/08/2011,3
12/09/2011,3
12/10/2011,3
12/11/2011,3.3
12/12/2011,3.1
12/13/2011,3.3
12/14/2011,3.2
12/15/2011,3.2
12/16/2011,3.2
12/17/2011,3.2
12/18/2011,3.2
12/19/2011,3.5
12/20/2011,4
12/21/2011,3.9
12/22/2011,3.9
12/23/2011,4
12/24/2011,3.9
12/25/2011,4.2
12/26/2011,4
12/27/2011,4.1
12/28/2011,4.2
12/29/2011,4.2
12/30/2011,4.3
12/31/2011,4.7
01/01/2012,5.3
01/02/2012,5.2
01/03/2012,4.9
01/04/2012,5.6
01/05/2012,6.9
01/06/2012,6.7
01/07/2012,6.8
01/08/2012,7.1
01/09/2012,6.3
01/10/2012,6.4
01/11/2012,6.9
01/12/2012,6.8
01/13/2012,6.4
01/14/2012,6.8
01/15/2012,7
01/16/2012,6.7
01/17/2012,5.6
01/18/2012,5.9
01/19/2012,6.4
01/20/2012,6.5
01/21/2012,6.2
01/22/2012,6.3
01/23/2012,6.4
01/24/2012,6.3
01/25/2012,5.8
01/26/2012,5.3
01/27/2012,5.3
01/28/2012,5.6
01/29/2012,5.4
01/30/2012,5.5
01/31/2012,5.5
02/01/2012,6.1
02/02/2012,6.1
02/03/2012,6
02/04/2012,5.9
02/05/2012,5.7
02/06/2012,5.4
02/07/2012,5.7
02/08/2012,5.6
02/09/2012,5.8
02/10/2012,5.9
02/11/2012,5.6
02/12/2012,5.5
02/13/2012,5.3
02/14/2012,4.5
02/15/2012,4.3
02/16/2012,4.3
02/17/2012,4.4
02/18/2012,4.2
02/19/2012,4.4
02/20/2012,4.4
02/21/2012,4.3
02/22/2012,4.4
02/23/2012,5
02/24/2012,5
02/25/2012,4.8
02/26/2012,4.9
02/27/2012,5
02/28/2012,4.9
02/29/2012,4.9
03/01/2012,4.9
03/02/2012,4.7
03/03/2012,4.6
03/04/2012,4.8
03/05/2012,5
03/06/2012,5
03/07/2012,4.9
03/08/2012,4.9
03/09/2012,4.9
03/10/2012,4.8
03/11/2012,4.9
03/12/2012,4.9
03/13/2012,5.3
03/14/2012,5.4
03/15/2012,5.3
03/16/2012,5.3
03/17/2012,5.2
03/18/2012,5.3
03/19/2012,4.7
03/20/2012,4.8
03/21/2012,4.8
03/22/2012,4.7
03/23/2012,4.7
03/24/2012,4.7
03/25/2012,4.6
03/26/2012,4.6
03/27/2012,4.8
03/28/2012,4.8
03/29/2012,4.8
03/30/2012,4.9
03/31/2012,4.9
04/01/2012,4.8
04/02/2012,5
04/03/2012,4.9
04/04/2012,4.9
04/05/2012,4.9
04/06/2012,4.9
04/07/2012,4.7
04/08/2012,4.8
04/09/2012,4.9
04/10/2012,4.8
04/11/2012,4.9
04/12/2012,4.9
04/13/2012,4.9
04/14/2012,5
04/15/2012,5
04/16/2012,4.9
04/17/2012,5
04/18/2012,5.1
04/19/2012,5.1
04/20/2012,5.3
04/21/2012,5.3
04/22/2012,5.2
04/23/2012,5
04/24/2012,5.1
04/25/2012,5.1
04/26/2012,5.1
04/27/2012,5.1
04/28/2012,5
04/29/2012,4.9
04/30/2012,4.9
05/01/2012,5
05/02/2012,5.1
05/03/2012,5.1
05/04/2012,5.1
05/05/2012,5.1
05/06/2012,5.1
05/07/2012,5.1
05/08/2012,5.1
05/09/2012,5
05/10/2012,4.8
05/11/2012,5
05/12/2012,4.9
05/13/2012,4.9
05/14/2012,5
05/15/2012,5
05/16/2012,5.1
05/17/2012,5.1
05/18/2012,5.1
05/19/2012,5.1
05/20/2012,5.1
05/21/2012,5.1
05/22/2012,5.1
05/23/2012,5.1
05/24/2012,5.1
05/25/2012,5.2
05/26/2012,5.1
05/27/2012,5.1
05/28/2012,5.1
05/29/2012,5.2
05/30/2012,5.1
05/31/2012,5.2
06/01/2012,5.3
06/02/2012,5.3
06/03/2012,5.2
06/04/2012,5.3
06/05/2012,5.4
06/06/2012,5.5
06/07/2012,5.6
06/08/2012,5.6
06/09/2012,5.6
06/10/2012,5.5
06/11/2012,5.6
06/12/2012,5.7
06/13/2012,5.9
06/14/2012,5.9
06/15/2012,6.5
06/16/2012,6.4
06/17/2012,6.2
06/18/2012,6.3
06/19/2012,6.5
06/20/2012,6.7
06/21/2012,6.7
06/22/2012,6.6
06/23/2012,6.4
06/24/2012,6.3
06/25/2012,6.3
06/26/2012,6.4
06/27/2012,6.7
06/28/2012,6.6
06/29/2012,6.7
06/30/2012,6.7
07/01/2012,6.6
07/02/2012,6.8
07/03/2012,6.4
07/04/2012,6.5
07/05/2012,6.7
07/06/2012,6.7
07/07/2012,6.8
07/08/2012,6.8
07/09/2012,7
07/10/2012,7.2
07/11/2012,7.2
07/12/2012,7.8
07/13/2012,7.7
07/14/2012,7.5
07/15/2012,7.6
07/16/2012,8.5
07/17/2012,8.8
07/18/2012,9.1
07/19/2012,8.9
07/20/2012,8.5
07/21/2012,8.9
07/22/2012,8.4
07/23/2012,8.4
07/24/2012,8.6
07/25/2012,8.8
07/26/2012,8.9
07/27/2012,8.9
07/28/2012,8.9
07/29/2012,8.7
07/30/2012,9.1
07/31/2012,9.4
08/01/2012,9.6
08/02/2012,10.5
08/03/2012,11
08/04/2012,11
08/05/2012,10.9
08/06/2012,10.9
08/07/2012,11.1
08/08/2012,11.1
08/09/2012,11.1
08/10/2012,11.4
08/11/2012,11.5
08/12/2012,11.6
08/13/2012,12
08/14/2012,12.2
08/15/2012,13.3
08/16/2012,13.5
08/17/2012,11.6
08/18/2012,11.6
08/19/2012,8
08/20/2012,10.1
08/21/2012,9.9
08/22/2012,9.8
08/23/2012,10.1
08/24/2012,10.6
08/25/2012,10.5
08/26/2012,10.6
08/27/2012,10.9
08/28/2012,10.9
08/29/2012,10.9
08/30/2012,10.8
08/31/2012,10.2
09/01/2012,10
09/02/2012,10.2
09/03/2012,10.5
09/04/2012,10.4
09/05/2012,11
09/06/2012,11.2
09/07/2012,11
09/08/2012,11
09/09/2012,11
09/10/2012,11.2
09/11/2012,11.3
09/12/2012,11.4
09/13/2012,11.4
09/14/2012,11.7
09/15/2012,11.8
09/16/2012,11.9
09/17/2012,11.9
09/18/2012,12.3
09/19/2012,12.6
09/20/2012,12.3
09/21/2012,12.4
09/22/2012,12.2
09/23/2012,12.2
09/24/2012,12.1
09/25/2012,12.2
09/26/2012,12.3
09/27/2012,12.3
09/28/2012,12.4
09/29/2012,12.4
09/30/2012,12.4
10/01/2012,12.4
10/02/2012,12.8
10/03/2012,12.9
10/04/2012,12.9
10/05/2012,12.7
10/06/2012,12.5
10/07/2012,11.8
10/08/2012,11.8
10/09/2012,11.9
10/10/2012,12.1
10/11/2012,12
10/12/2012,12
10/13/2012,11.9
10/14/2012,11.7
10/15/2012,11.8
10/16/2012,11.9
10/17/2012,11.8
10/18/2012,11.9
10/19/2012,11.7
10/20/2012,11.7
10/21/2012,11.6
10/22/2012,11.7
10/23/2012,11.6
10/24/2012,11.6
10/25/2012,10.9
10/26/2012,10.2
10/27/2012,10.3
10/28/2012,10.7
10/29/2012,10.6
10/30/2012,10.9
10/31/2012,11.2
11/01/2012,10.6
11/02/2012,10.5
11/03/2012,10.6
11/04/2012,10.8
11/05/2012,10.8
11/06/2012,10.9
11/07/2012,10.9
11/08/2012,10.9
11/09/2012,10.8
11/10/2012,10.9
11/11/2012,10.9
11/12/2012,11
11/13/2012,10.9
11/14/2012,10.9
11/15/2012,11.2
11/16/2012,11.8
11/17/2012,11.8
11/18/2012,11.6
11/19/2012,11.8
11/20/2012,11.7
11/21/2012,11.8
11/22/2012,12.4
11/23/2012,12.4
11/24/2012,12.4
11/25/2012,12.5
11/26/2012,12.3
11/27/2012,12.2
11/28/2012,12.4
11/29/2012,12.4
11/30/2012,12.6
12/01/2012,12.6
12/02/2012,12.5
12/03/2012,12.7
12/04/2012,13.4
12/05/2012,13.4
12/06/2012,13.3
12/07/2012,13.5
12/08/2012,13.4
12/09/2012,13.4
12/10/2012,13.4
12/11/2012,13.6
12/12/2012,13.7
12/13/2012,13.7
12/14/2012,13.6
12/15/2012,13.5
12/16/2012,13.3
12/17/2012,13.3
12/18/2012,13.3
12/19/2012,13.6
12/20/2012,13.5
12/21/2012,13.5
12/22/2012,13.4
12/23/2012,13.3
12/24/2012,13.4
12/25/2012,13.4
12/26/2012,13.5
12/27/2012,13.4
12/28/2012,13.4
12/29/2012,13.4
12/30/2012,13.4
12/31/2012,13.5
01/01/2013,13.3
01/02/2013,13.3
01/03/2013,13.4
01/04/2013,13.5
01/05/2013,13.4
01/06/2013,13.4
01/07/2013,13.6
01/08/2013,13.7
01/09/2013,13.8
01/10/2013,14.1
01/11/2013,14.1
01/12/2013,14.2
01/13/2013,14.1
01/14/2013,14.3
01/15/2013,14.3
01/16/2013,14.7
01/17/2013,15.5
01/18/2013,15.7
01/19/2013,15.6
01/20/2013,15.7
01/21/2013,16.8
01/22/2013,17.3
01/23/2013,17.5
01/24/2013,16.9
01/25/2013,17.4
01/26/2013,17.9
01/27/2013,17.8
01/28/2013,18.7
01/29/2013,19.5
01/30/2013,19.7
01/31/2013,20.4
02/01/2013,20.5
02/02/2013,19.6
02/03/2013,20.6
02/04/2013,20.4
02/05/2013,20.6
02/06/2013,21.2
02/07/2013,22.1
02/08/2013,22.7
02/09/2013,23.6
02/10/2013,24
02/11/2013,24.6
02/12/2013,25.2
02/13/2013,24.2
02/14/2013,27.2
02/15/2013,27.1
02/16/2013,27.2
02/17/2013,26.8
02/18/2013,27
02/19/2013,29.4
02/20/2013,29.6
02/21/2013,29.8
02/22/2013,30.3
02/23/2013,29.8
02/24/2013,29.9
02/25/2013,30.4
02/26/2013,31.1
02/27/2013,30.9
02/28/2013,33.4
03/01/2013,34.5
03/02/2013,34.3
03/03/2013,34.5
03/04/2013,36.2
03/05/2013,40.3
03/06/2013,41
03/07/2013,42
03/08/2013,44.2
03/09/2013,46.8
03/10/2013,46
03/11/2013,48.4
03/12/2013,44.3
03/13/2013,46.9
03/14/2013,47.2
03/15/2013,47
03/16/2013,47
03/17/2013,47.4
03/18/2013,51.6
03/19/2013,59.1
03/20/2013,64.5
03/21/2013,70.8
03/22/2013,69.9
03/23/2013,64.3
03/24/2013,71.5
03/25/2013,73.6
03/26/2013,78.5
03/27/2013,88.9
03/28/2013,86.2
03/29/2013,90.5
03/30/2013,92.2
03/31/2013,93
04/01/2013,104
04/02/2013,118
04/03/2013,135
04/04/2013,132.1
04/05/2013,142.3
04/06/2013,142.6
04/07/2013,162.3
04/08/2013,187.5
04/09/2013,230
04/10/2013,165
04/11/2013,124.9
04/12/2013,117
04/13/2013,93
04/14/2013,90
04/15/2013,82.4
04/16/2013,68.4
04/17/2013,93.1
04/18/2013,109
04/19/2013,118.5
04/20/2013,126.6
04/21/2013,119.2
04/22/2013,127.4
04/23/2013,143.5
04/24/2013,154.2
04/25/2013,141.7
04/26/2013,136.9
04/27/2013,128
04/28/2013,134.4
04/29/2013,144
04/30/2013,139.2
05/01/2013,116.4
05/02/2013,106.3
05/03/2013,98.1
05/04/2013,112.9
05/05/2013,116
05/06/2013,112.3
05/07/2013,109.6
05/08/2013,113.2
05/09/2013,112.8
05/10/2013,117.7
05/11/2013,115.6
05/12/2013,114.8
05/13/2013,118
05/14/2013,111.4
05/15/2013,114.2
05/16/2013,118.2
05/17/2013,123.5
05/18/2013,123.2
05/19/2013,122.5
05/20/2013,122
05/21/2013,122.9
05/22/2013,123.8
05/23/2013,126.3
05/24/2013,133.1
05/25/2013,132
05/26/2013,133.5
05/27/2013,129.8
05/28/2013,129
05/29/2013,132.3
05/30/2013,128.8
05/31/2013,128.8
06/01/2013,129.3
06/02/2013,122.5
06/03/2013,120.7
06/04/2013,121.4
06/05/2013,121.9
06/06/2013,119
06/07/2013,111
06/08/2013,107.9
06/09/2013,100.4
06/10/2013,106.3
06/11/2013,109
06/12/2013,108.8
06/13/2013,103.9
06/14/2013,100
06/15/2013,99.8
06/16/2013,99.9
06/17/2013,101.9
06/18/2013,107.3
06/19/2013,108.3
06/20/2013,111.3
06/21/2013,109.5
06/22/2013,108.2
06/23/2013,107.9
06/24/2013,102.1
06/25/2013,103.3
06/26/2013,104
06/27/2013,101.7
06/28/2013,94.7
06/29/2013,95
06/30/2013,97.5
07/01/2013,88.1
07/02/2013,90.4
07/03/2013,78.9
07/04/2013,80
07/05/2013,68.5
07/06/2013,69.7
07/07/2013,76.5
07/08/2013,76
07/09/2013,76.7
07/10/2013,88
07/11/2013,89
07/12/2013,94
07/13/2013,98.3
07/14/2013,94.4
07/15/2013,98.9
07/16/2013,97.1
07/17/2013,98.5
07/18/2013,90.1
07/19/2013,92
07/20/2013,89.8
07/21/2013,92
07/22/2013,91.6
07/23/2013,95.6
07/24/2013,95.1
07/25/2013,96.9
07/26/2013,96
07/27/2013,94.4
07/28/2013,98.8
07/29/2013,101.5
07/30/2013,108
07/31/2013,106.2
08/01/2013,104
08/02/2013,104.5
08/03/2013,104.9
08/04/2013,105.1
08/05/2013,106.7
08/06/2013,106.6
08/07/2013,106
08/08/2013,103.1
08/09/2013,102.8
08/10/2013,103
08/11/2013,105
08/12/2013,106.8
08/13/2013,109.6
08/14/2013,112.6
08/15/2013,110
08/16/2013,109
08/17/2013,112.8
08/18/2013,113.4
08/19/2013,118.5
08/20/2013,121.2
08/21/2013,123.3
08/22/2013,122
08/23/2013,118.5
08/24/2013,119.6
08/25/2013,122.1
08/26/2013,120.1
08/27/2013,131.3
08/28/2013,128.8
08/29/2013,129.3
08/30/2013,138
08/31/2013,141
09/01/2013,146
09/02/2013,144
09/03/2013,144
09/04/2013,132.5
09/05/2013,130.2
09/06/2013,121.9
09/07/2013,129
09/08/2013,126.3
09/09/2013,133.1
09/10/2013,132.6
09/11/2013,142.1
09/12/2013,139.4
09/13/2013,140.7
09/14/2013,136.7
09/15/2013,138.3
09/16/2013,139.4
09/17/2013,139.1
09/18/2013,140.4
09/19/2013,135.1
09/20/2013,133.8
09/21/2013,134.4
09/22/2013,134
09/23/2013,133.4
09/24/2013,134.8
09/25/2013,135
09/26/2013,137.1
09/27/2013,138.9
09/28/2013,142.5
09/29/2013,143.9
09/30/2013,141.9
10/01/2013,140.3
10/02/2013,123
10/03/2013,131
10/04/2013,136.8
10/05/2013,136.7
10/06/2013,137.8
10/07/2013,135.8
10/08/2013,136.5
10/09/2013,139.5
10/10/2013,140.4
10/11/2013,140.1
10/12/2013,142.9
10/13/2013,147.5
10/14/2013,151.4
10/15/2013,158.1
10/16/2013,152.8
10/17/2013,157.6
10/18/2013,168.3
10/19/2013,183.1
10/20/2013,186.1
10/21/2013,192.8
10/22/2013,203
10/23/2013,228
10/24/2013,207
10/25/2013,197.9
10/26/2013,188.6
10/27/2013,206.9
10/28/2013,206.9
10/29/2013,216
10/30/2013,208
10/31/2013,211.2
11/01/2013,213.4
11/02/2013,211.7
11/03/2013,224
11/04/2013,238.2
11/05/2013,251.3
11/06/2013,264.1
11/07/2013,309.6
11/08/2013,355
11/09/2013,367.8
11/10/2013,336.3
11/11/2013,363
11/12/2013,380
11/13/2013,434.9
11/14/2013,433.4
11/15/2013,433.9
11/16/2013,462
11/17/2013,528.3
11/18/2013,785.4
11/19/2013,645.7
11/20/2013,638
11/21/2013,764.9
11/22/2013,802
11/23/2013,832.5
11/24/2013,795
11/25/2013,830
11/26/2013,970
11/27/2013,"1,079.90"
11/28/2013,"1,101.40"
11/29/2013,"1,206.90"
11/30/2013,"1,205.70"
12/01/2013,"1,004.40"
12/02/2013,"1,096.60"
12/03/2013,"1,154.90"
12/04/2013,"1,237.60"
12/05/2013,"1,106.30"
12/06/2013,845
12/07/2013,697
12/08/2013,804
12/09/2013,919
12/10/2013,"1,033.70"
12/11/2013,919.9
12/12/2013,900
12/13/2013,936.8
12/14/2013,908.9
12/15/2013,919.9
12/16/2013,759.9
12/17/2013,715
12/18/2013,541
12/19/2013,732
12/20/2013,650
12/21/2013,640.5
12/22/2013,639.5
12/23/2013,713.2
12/24/2013,702.8
12/25/2013,707.3
12/26/2013,802
12/27/2013,803
12/28/2013,762
12/29/2013,785
12/30/2013,804.8
12/31/2013,805.9
01/01/2014,815.9
01/02/2014,856.9
01/03/2014,884.3
01/04/2014,924.7
01/05/2014,"1,014.70"
01/06/2014,"1,012.70"
01/07/2014,879.9
01/08/2014,938.8
01/09/2014,937
01/10/2014,957.8
01/11/2014,"1,005.30"
01/12/2014,939.8
01/13/2014,922.9
01/14/2014,919.3
01/15/2014,941.2
01/16/2014,913.5
01/17/2014,894.2
01/18/2014,905.7
01/19/2014,954.8
01/20/2014,956
01/21/2014,962.2
01/22/2014,951
01/23/2014,944.2
01/24/2014,916.5
01/25/2014,961
01/26/2014,"1,007.00"
01/27/2014,943.5
01/28/2014,932.7
01/29/2014,925.7
01/30/2014,941.4
01/31/2014,938.8
02/01/2014,940.4
02/02/2014,953.3
